GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
1200,30,91,2,41,7,2,0,7,,Georgia,Tennessee
1200,39,22,2,42,7,2,0,7,,Kansas,Colorado
1200,65,86,2,43,7,2,0,7,,UL Monroe,UL Lafayette
1200,81,103,2,44,7,2,0,7,,San Diego State,Utah
1200,97,12,2,45,7,2,0,7,,Tulsa,Boise State
1200,52,35,2,46,7,2,0,7,,Michigan State,Illinois
1200,106,2,2,47,7,2,0,7,,Vanderbilt,Akron
1200,74,5,2,48,7,2,0,7,,Oregon,Arizona State
1200,101,1,2,49,7,2,0,7,,UNLV,Air Force
1200,18,69,2,50,7,2,0,7,,UCF,Ohio
1200,67,36,2,51,7,2,0,7,,Northwestern,Indiana
1200,1,23,2,0,8,0,0,8,,Air Force,Colorado State
750,32,43,2,1,8,2,0,8,,Hawaii,Louisiana Tech
750,109,24,2,2,8,2,0,8,,Wake Forest,Duke
750,100,5,2,3,8,2,0,8,,Connecticut,Arizona State
750,60,81,2,4,8,2,0,8,,New Mexico,San Diego State
750,16,115,2,5,8,2,0,8,,BYU,Wyoming
750,98,89,2,6,8,2,0,8,,UAB,TCU
750,17,99,2,7,8,2,0,8,,Cal,UCLA
750,96,44,2,8,8,2,0,8,,Tulane,Louisville
750,90,49,2,9,8,2,0,8,,Temple,Miami
750,27,6,2,10,8,2,0,8,,Florida,Arkansas
930,113,66,2,11,8,2,0,8,,Western Michigan,Northern Illinois
930,13,88,2,12,8,2,0,8,,Boston College,Syracuse
930,84,68,2,13,8,2,0,8,,South Carolina,Notre Dame
930,77,80,2,14,8,2,0,8,,Pittsburgh,Rutgers
930,35,51,2,15,8,2,0,8,,Illinois,Michigan
930,94,72,2,16,8,2,0,8,,Texas Tech,Oklahoma State
930,18,2,2,17,8,2,0,8,,UCF,Akron
930,93,58,2,18,8,2,0,8,,Texas A&M,Nebraska
930,104,64,2,19,8,2,0,8,,Utah State,North Texas
930,11,39,2,20,8,2,0,8,,Baylor,Kansas
930,21,63,2,21,8,2,0,8,,Clemson,NC State
930,3,73,2,22,8,2,0,8,,Alabama,Ole Miss
930,30,106,2,23,8,2,0,8,,Georgia,Vanderbilt
930,59,97,2,24,8,2,0,8,,Nevada,Tulsa
1080,52,54,2,25,8,2,0,8,,Michigan State,Minnesota
1080,78,114,2,26,8,2,0,8,,Purdue,Wisconsin
1080,46,15,2,27,8,2,0,8,,Marshall,Buffalo
1080,111,87,2,28,8,2,0,8,,Washington State,Stanford
1080,76,57,2,29,8,2,0,8,,Penn State,Navy
1080,14,26,2,30,8,2,0,8,,Bowling Green,Eastern Michigan
1080,45,143,2,31,8,2,0,8,,LSU,Troy
1080,12,83,2,32,8,2,0,8,,Boise State,SMU
1080,110,75,2,33,8,2,0,8,,Washington,Oregon State
1080,22,40,2,34,8,2,0,8,,Colorado,Kansas State
1080,61,86,2,35,8,2,0,8,,New Mexico State,UL Lafayette
1080,25,8,2,36,8,2,0,8,,ECU,Army
1080,34,7,2,37,8,2,0,8,,Idaho,Arkansas State
1200,50,10,2,38,8,2,0,8,,Miami University,Ball State
1200,95,19,2,39,8,2,0,8,,Toledo,Central Michigan
1200,92,38,2,40,8,2,0,8,,Texas,Iowa State
1200,28,107,2,41,8,2,0,8,,Florida State,Virginia
1200,56,71,2,42,8,2,0,8,,Missouri,Oklahoma
1200,103,101,2,43,8,2,0,8,,Utah,UNLV
1200,48,33,2,44,8,2,0,8,,Memphis,Houston
1200,37,70,2,45,8,2,0,8,,Iowa,Ohio State
1200,55,9,2,46,8,2,0,8,,Mississippi State,Auburn
750,108,112,2,47,8,6,0,8,,Virginia Tech,West Virginia
1200,47,31,2,0,9,0,0,9,,Maryland,Georgia Tech
750,89,33,2,1,9,2,0,9,,TCU,Houston
750,69,15,2,2,9,2,0,9,,Ohio,Buffalo
750,80,90,2,3,9,2,0,9,,Rutgers,Temple
750,91,3,2,4,9,2,0,9,,Tennessee,Alabama
750,63,24,2,5,9,2,0,9,,NC State,Duke
750,115,81,2,6,9,2,0,9,,Wyoming,San Diego State
750,61,65,2,7,9,2,0,9,,New Mexico State,UL Monroe
750,100,49,2,8,9,2,0,9,,Connecticut,Miami
750,144,85,2,9,9,2,0,9,,USF,Southern Miss
750,55,42,2,10,9,2,0,9,,Mississippi State,Kentucky
750,102,110,2,11,9,2,0,9,,USC,Washington
930,70,36,2,12,9,2,0,9,,Ohio State,Indiana
930,95,10,2,13,9,2,0,9,,Toledo,Ball State
930,87,74,2,14,9,2,0,9,,Stanford,Oregon
930,62,21,2,15,9,2,0,9,,North Carolina,Clemson
930,79,29,2,16,9,2,0,9,,Rice,Fresno State
930,82,12,2,17,9,2,0,9,,San Jose State,Boise State
930,88,77,2,18,9,2,0,9,,Syracuse,Pittsburgh
930,76,37,2,19,9,2,0,9,,Penn State,Iowa
930,57,108,2,20,9,2,0,9,,Navy,Virginia Tech
930,71,22,2,21,9,2,0,9,,Oklahoma,Colorado
930,38,58,2,22,9,2,0,9,,Iowa State,Nebraska
930,54,35,2,23,9,2,0,9,,Minnesota,Illinois
930,72,93,2,24,9,2,0,9,,Oklahoma State,Texas A&M
1080,48,96,2,25,9,2,0,9,,Memphis,Tulane
1080,50,41,2,26,9,2,0,9,,Miami University,Kent State
1080,34,86,2,27,9,2,0,9,,Idaho,UL Lafayette
1080,106,84,2,28,9,2,0,9,,Vanderbilt,South Carolina
1080,114,67,2,29,9,2,0,9,,Wisconsin,Northwestern
1080,4,17,2,30,9,2,0,9,,Arizona,Cal
1080,16,101,2,31,9,2,0,9,,BYU,UNLV
1080,105,32,2,32,9,2,0,9,,UTEP,Hawaii
1080,7,104,2,33,9,2,0,9,,Arkansas State,Utah State
1080,109,28,2,34,9,2,0,9,,Wake Forest,Florida State
1080,46,113,2,35,9,2,0,9,,Marshall,Western Michigan
1080,60,103,2,36,9,2,0,9,,New Mexico,Utah
1080,43,59,2,37,9,2,0,9,,Louisiana Tech,Nevada
1080,64,53,2,38,9,2,0,9,,North Texas,Mid Tenn State
1080,39,40,2,39,9,2,0,9,,Kansas,Kansas State
1080,9,45,2,40,9,2,0,9,,Auburn,LSU
1080,75,111,2,41,9,2,0,9,,Oregon State,Washington State
1200,83,97,2,42,9,2,0,9,,SMU,Tulsa
1200,92,11,2,43,9,2,0,9,,Texas,Baylor
1200,68,13,2,44,9,2,0,9,,Notre Dame,Boston College
1200,94,56,2,45,9,2,0,9,,Texas Tech,Missouri
1200,6,73,2,46,9,2,0,9,,Arkansas,Ole Miss
1200,78,51,2,47,9,2,0,9,,Purdue,Michigan
1200,66,14,2,48,9,2,0,9,,Northern Illinois,Bowling Green
1200,19,18,2,49,9,2,0,9,,Central Michigan,UCF
1200,44,25,2,50,9,2,0,9,,Louisville,ECU
1200,8,20,2,51,9,2,0,9,,Army,Cincinnati
1200,5,99,2,52,9,2,0,9,,Arizona State,UCLA
750,2,46,2,0,10,2,0,10,,Akron,Marshall
750,49,108,2,1,10,2,0,10,,Miami,Virginia Tech
750,11,40,2,2,10,2,0,10,,Baylor,Kansas State
750,15,95,2,3,10,2,0,10,,Buffalo,Toledo
750,58,92,2,4,10,2,0,10,,Nebraska,Texas
750,32,82,2,5,10,2,0,10,,Hawaii,San Jose State
750,86,143,2,6,10,2,0,10,,UL Lafayette,Troy
750,8,98,2,7,10,2,0,10,,Army,UAB
750,38,56,2,8,10,2,0,10,,Iowa State,Missouri
750,39,93,2,9,10,2,0,10,,Kansas,Texas A&M
750,111,102,2,10,10,2,0,10,,Washington State,USC
930,30,27,2,11,10,2,0,10,,Georgia,Florida
930,6,42,2,12,10,2,0,10,,Arkansas,Kentucky
930,97,105,2,13,10,2,0,10,,Tulsa,UTEP
930,103,1,2,14,10,2,0,10,,Utah,Air Force
930,51,52,2,15,10,2,0,10,,Michigan,Michigan State
930,53,104,2,16,10,2,0,10,,Mid Tenn State,Utah State
930,99,87,2,17,10,2,0,10,,UCLA,Stanford
1080,4,75,2,18,10,2,0,10,,Arizona,Oregon State
1080,7,61,2,19,10,2,0,10,,Arkansas State,New Mexico State
1080,77,13,2,20,10,2,0,10,,Pittsburgh,Boston College
1080,20,144,2,21,10,2,0,10,,Cincinnati,USF
1080,62,47,2,22,10,2,0,10,,North Carolina,Maryland
1080,67,78,2,23,10,2,0,10,,Northwestern,Purdue
1080,80,100,2,24,10,2,0,10,,Rutgers,Connecticut
1080,10,66,2,25,10,2,0,10,,Ball State,Northern Illinois
1080,36,54,2,26,10,2,0,10,,Indiana,Minnesota
1080,101,60,2,27,10,2,0,10,,UNLV,New Mexico
1080,23,115,2,28,10,2,0,10,,Colorado State,Wyoming
1080,70,76,2,29,10,2,0,10,,Ohio State,Penn State
1080,74,110,2,30,10,2,0,10,,Oregon,Washington
1200,21,109,2,31,10,2,0,10,,Clemson,Wake Forest
1200,22,94,2,32,10,2,0,10,,Colorado,Texas Tech
1200,59,79,2,33,10,2,0,10,,Nevada,Rice
1200,41,3,2,34,10,2,0,10,,Kent State,Alabama
1200,57,24,2,35,10,2,0,10,,Navy,Duke
1200,26,19,2,36,10,2,0,10,,Eastern Michigan,Central Michigan
1200,25,48,2,37,10,2,0,10,,ECU,Memphis
1200,84,73,2,38,10,2,0,10,,South Carolina,Ole Miss
1200,107,63,2,39,10,2,0,10,,Virginia,NC State
1200,17,5,2,40,10,2,0,10,,Cal,Arizona State
1200,29,83,2,41,10,2,0,10,,Fresno State,SMU
1200,72,71,2,42,10,2,0,10,,Oklahoma State,Oklahoma
1200,35,37,2,43,10,2,0,10,,Illinois,Iowa
930,14,50,2,44,10,5,0,10,,Bowling Green,Miami University
1080,44,89,2,45,10,5,0,10,,Louisville,TCU
1080,23,60,2,0,11,1,0,11,,Colorado State,New Mexico
750,82,105,2,1,11,2,0,11,,San Jose State,UTEP
750,56,22,2,2,11,2,0,11,,Missouri,Colorado
750,92,72,2,3,11,2,0,11,,Texas,Oklahoma State
750,99,111,2,4,11,2,0,11,,UCLA,Washington State
750,85,33,2,5,11,2,0,11,,Southern Miss,Houston
750,40,38,2,6,11,2,0,11,,Kansas State,Iowa State
750,41,69,2,7,11,2,0,11,,Kent State,Ohio
750,112,13,2,8,11,2,0,11,,West Virginia,Boston College
750,64,65,2,9,11,2,0,11,,North Texas,UL Monroe
750,58,39,2,10,11,2,0,11,,Nebraska,Kansas
750,81,101,2,11,11,2,0,11,,San Diego State,UNLV
750,108,77,2,12,11,2,0,11,,Virginia Tech,Pittsburgh
930,66,15,2,13,11,2,0,11,,Northern Illinois,Buffalo
930,114,54,2,14,11,2,0,11,,Wisconsin,Minnesota
930,97,79,2,15,11,2,0,11,,Tulsa,Rice
930,18,26,2,16,11,2,0,11,,UCF,Eastern Michigan
930,73,9,2,17,11,2,0,11,,Ole Miss,Auburn
930,28,21,2,18,11,2,0,11,,Florida State,Clemson
930,8,1,2,19,11,2,0,11,,Army,Air Force
930,94,11,2,20,11,2,0,11,,Texas Tech,Baylor
930,86,7,2,21,11,2,0,11,,UL Lafayette,Arkansas State
930,76,67,2,22,11,2,0,11,,Penn State,Northwestern
930,96,98,2,23,11,2,0,11,,Tulane,UAB
930,75,102,2,24,11,2,0,11,,Oregon State,USC
930,53,34,2,25,11,2,0,11,,Mid Tenn State,Idaho
930,29,59,2,26,11,2,0,11,,Fresno State,Nevada
1080,106,27,2,27,11,2,0,11,,Vanderbilt,Florida
1080,104,61,2,28,11,2,0,11,,Utah State,New Mexico State
1080,84,6,2,29,11,2,0,11,,South Carolina,Arkansas
1080,10,113,2,30,11,2,0,11,,Ball State,Western Michigan
1080,2,19,2,31,11,2,0,11,,Akron,Central Michigan
1080,31,24,2,32,11,2,0,11,,Georgia Tech,Duke
1080,144,25,2,33,11,2,0,11,,USF,ECU
1080,3,55,2,34,11,2,0,11,,Alabama,Mississippi State
1080,93,71,2,35,11,2,0,11,,Texas A&M,Oklahoma
1080,109,62,2,36,11,2,0,11,,Wake Forest,North Carolina
1080,35,36,2,37,11,2,0,11,,Illinois,Indiana
1080,100,143,2,38,11,2,0,11,,Connecticut,Troy
1080,5,87,2,39,11,2,0,11,,Arizona State,Stanford
1200,68,91,2,40,11,2,0,11,,Notre Dame,Tennessee
1200,83,43,2,41,11,2,0,11,,SMU,Louisiana Tech
1200,17,74,2,42,11,2,0,11,,Cal,Oregon
1200,110,4,2,43,11,2,0,11,,Washington,Arizona
1200,37,78,2,44,11,2,0,11,,Iowa,Purdue
1200,52,70,2,45,11,2,0,11,,Michigan State,Ohio State
1200,90,88,2,46,11,2,0,11,,Temple,Syracuse
1200,16,57,2,47,11,2,0,11,,BYU,Navy
750,46,50,2,48,11,6,0,11,,Marshall,Miami University
750,107,47,2,0,12,0,0,12,,Virginia,Maryland
750,144,143,2,1,12,2,0,12,,USF,Troy
750,39,72,2,2,12,2,0,12,,Kansas,Oklahoma State
750,36,76,2,3,12,2,0,12,,Indiana,Penn State
750,22,38,2,4,12,2,0,12,,Colorado,Iowa State
750,88,49,2,5,12,2,0,12,,Syracuse,Miami
750,51,67,2,6,12,2,0,12,,Michigan,Northwestern
750,63,28,2,7,12,2,0,12,,NC State,Florida State
750,81,23,2,8,12,2,0,12,,San Diego State,Colorado State
750,52,114,2,9,12,2,0,12,,Michigan State,Wisconsin
750,82,29,2,10,12,2,0,12,,San Jose State,Fresno State
750,102,4,2,11,12,2,0,12,,USC,Arizona
930,41,14,2,12,12,2,0,12,,Kent State,Bowling Green
930,7,64,2,13,12,2,0,12,,Arkansas State,North Texas
930,108,90,2,14,12,2,0,12,,Virginia Tech,Temple
930,78,70,2,15,12,2,0,12,,Purdue,Ohio State
930,48,44,2,16,12,2,0,12,,Memphis,Louisville
930,62,31,2,17,12,2,0,12,,North Carolina,Georgia Tech
930,32,59,2,18,12,2,0,12,,Hawaii,Nevada
930,57,68,2,19,12,2,0,12,,Navy,Notre Dame
930,27,84,2,20,12,2,0,12,,Florida,South Carolina
930,96,85,2,21,12,2,0,12,,Tulane,Southern Miss
930,19,113,2,22,12,2,0,12,,Central Michigan,Western Michigan
930,110,17,2,23,12,2,0,12,,Washington,Cal
930,9,30,2,24,12,2,0,12,,Auburn,Georgia
930,77,112,2,25,12,2,0,12,,Pittsburgh,West Virginia
1080,105,12,2,26,12,2,0,12,,UTEP,Boise State
1080,69,2,2,27,12,2,0,12,,Ohio,Akron
1080,86,53,2,28,12,2,0,12,,UL Lafayette,Mid Tenn State
1080,34,65,2,29,12,2,0,12,,Idaho,UL Monroe
1080,10,26,2,30,12,2,0,12,,Ball State,Eastern Michigan
1080,87,75,2,31,12,2,0,12,,Stanford,Oregon State
1080,66,95,2,32,12,2,0,12,,Northern Illinois,Toledo
1080,42,106,2,33,12,2,0,12,,Kentucky,Vanderbilt
1080,54,37,2,34,12,2,0,12,,Minnesota,Iowa
1080,45,3,2,35,12,2,0,12,,LSU,Alabama
1080,13,80,2,36,12,2,0,12,,Boston College,Rutgers
1080,55,91,2,37,12,2,0,12,,Mississippi State,Tennessee
1080,5,111,2,38,12,2,0,12,,Arizona State,Washington State
1080,24,21,2,39,12,2,0,12,,Duke,Clemson
1080,11,71,2,40,12,2,0,12,,Baylor,Oklahoma
1080,1,60,2,41,12,2,0,12,,Air Force,New Mexico
1080,79,83,2,42,12,2,0,12,,Rice,SMU
1200,93,56,2,43,12,2,0,12,,Texas A&M,Missouri
1200,115,103,2,44,12,2,0,12,,Wyoming,Utah
1200,40,58,2,45,12,2,0,12,,Kansas State,Nebraska
1200,43,97,2,46,12,2,0,12,,Louisiana Tech,Tulsa
1200,74,99,2,47,12,2,0,12,,Oregon,UCLA
1200,20,89,2,48,12,2,0,12,,Cincinnati,TCU
1200,94,92,2,49,12,2,0,12,,Texas Tech,Texas
1200,33,8,2,50,12,2,0,12,,Houston,Army
750,46,18,2,51,12,6,0,12,,Marshall,UCF
750,89,85,2,0,13,0,0,13,,TCU,Southern Miss
750,98,144,2,1,13,0,0,13,,UAB,USF
930,4,5,2,2,13,0,0,13,,Arizona,Arizona State
750,12,29,2,3,13,1,0,13,,Boise State,Fresno State
750,72,11,2,4,13,2,0,13,,Oklahoma State,Baylor
750,38,39,2,5,13,2,0,13,,Iowa State,Kansas
750,25,96,2,6,13,2,0,13,,ECU,Tulane
750,45,73,2,7,13,2,0,13,,LSU,Ole Miss
750,105,79,2,8,13,2,0,13,,UTEP,Rice
750,104,34,2,9,13,2,0,13,,Utah State,Idaho
750,143,43,2,10,13,2,0,13,,Troy,Louisiana Tech
750,17,87,2,11,13,2,0,13,,Cal,Stanford
750,65,2,2,12,13,2,0,13,,UL Monroe,Akron
750,33,44,2,13,13,2,0,13,,Houston,Louisville
930,60,115,2,14,13,2,0,13,,New Mexico,Wyoming
930,106,91,2,15,13,2,0,13,,Vanderbilt,Tennessee
930,78,36,2,16,13,2,0,13,,Purdue,Indiana
930,26,66,2,17,13,2,0,13,,Eastern Michigan,Northern Illinois
930,112,88,2,18,13,2,0,13,,West Virginia,Syracuse
930,55,6,2,19,13,2,0,13,,Mississippi State,Arkansas
930,24,62,2,20,13,2,0,13,,Duke,North Carolina
930,76,52,2,21,13,2,0,13,,Penn State,Michigan State
930,100,109,2,22,13,2,0,13,,Connecticut,Wake Forest
930,37,114,2,23,13,2,0,13,,Iowa,Wisconsin
930,80,49,2,24,13,2,0,13,,Rutgers,Miami
1080,67,35,2,25,13,2,0,13,,Northwestern,Illinois
1080,75,74,2,26,13,2,0,13,,Oregon State,Oregon
1080,103,16,2,27,13,2,0,13,,Utah,BYU
1080,77,90,2,28,13,2,0,13,,Pittsburgh,Temple
1080,111,110,2,29,13,2,0,13,,Washington State,Washington
1080,21,84,2,30,13,2,0,13,,Clemson,South Carolina
1080,3,9,2,31,13,2,0,13,,Alabama,Auburn
1080,53,7,2,32,13,2,0,13,,Mid Tenn State,Arkansas State
1080,99,102,2,33,13,2,0,13,,UCLA,USC
1080,15,41,2,34,13,2,0,13,,Buffalo,Kent State
1080,31,107,2,35,13,2,0,13,,Georgia Tech,Virginia
1080,47,63,2,36,13,2,0,13,,Maryland,NC State
1080,70,51,2,37,13,2,0,13,,Ohio State,Michigan
1200,56,40,2,38,13,2,0,13,,Missouri,Kansas State
1200,13,108,2,39,13,2,0,13,,Boston College,Virginia Tech
1200,1,81,2,40,13,2,0,13,,Air Force,San Diego State
1200,23,101,2,41,13,2,0,13,,Colorado State,UNLV
1200,42,30,2,42,13,2,0,13,,Kentucky,Georgia
1200,14,10,2,43,13,2,0,13,,Bowling Green,Ball State
1200,97,82,2,44,13,2,0,13,,Tulsa,San Jose State
1200,20,48,2,45,13,2,0,13,,Cincinnati,Memphis
1200,71,94,2,46,13,2,0,13,,Oklahoma,Texas Tech
1200,50,69,2,47,13,2,0,13,,Miami University,Ohio
1200,113,95,2,48,13,2,0,13,,Western Michigan,Toledo
750,64,61,2,49,13,5,0,13,,North Texas,New Mexico State
930,85,25,2,0,14,0,0,14,,Southern Miss,ECU
1200,73,55,2,1,14,0,0,14,,Ole Miss,Mississippi State
930,69,46,2,2,14,1,0,14,,Ohio,Marshall
930,50,18,2,3,14,1,0,14,,Miami University,UCF
1200,92,93,2,4,14,1,0,14,,Texas,Texas A&M
1200,95,14,2,5,14,1,0,14,,Toledo,Bowling Green
750,91,42,2,6,14,2,0,14,,Tennessee,Kentucky
750,59,12,2,7,14,2,0,14,,Nevada,Boise State
750,86,104,2,8,14,2,0,14,,UL Lafayette,Utah State
750,79,43,2,9,14,2,0,14,,Rice,Louisiana Tech
930,98,33,2,10,14,2,0,14,,UAB,Houston
930,58,22,2,11,14,2,0,14,,Nebraska,Colorado
930,90,112,2,12,14,2,0,14,,Temple,West Virginia
930,144,48,2,13,14,2,0,14,,USF,Memphis
930,6,45,2,14,14,2,0,14,,Arkansas,LSU
930,47,109,2,15,14,2,0,14,,Maryland,Wake Forest
1080,28,27,2,16,14,2,0,14,,Florida State,Florida
1080,53,65,2,17,14,2,0,14,,Mid Tenn State,UL Monroe
1080,49,77,2,18,14,2,0,14,,Miami,Pittsburgh
1080,44,20,2,19,14,2,0,14,,Louisville,Cincinnati
1080,102,68,2,20,14,2,0,14,,USC,Notre Dame
1080,108,107,2,21,14,2,0,14,,Virginia Tech,Virginia
1080,101,115,2,22,14,2,0,14,,UNLV,Wyoming
1200,30,31,2,23,14,2,0,14,,Georgia,Georgia Tech
1200,16,32,2,24,14,2,0,14,,BYU,Hawaii
1200,88,80,2,25,14,2,0,14,,Syracuse,Rutgers
1200,29,105,2,26,14,2,0,14,,Fresno State,UTEP
930,12,32,2,0,15,2,0,15,,Boise State,Hawaii
1200,57,8,2,1,15,2,0,15,,Navy,Army
750,98,28,3,0,0,2,0,0,,UAB,Florida State
750,21,77,3,1,0,2,0,0,,Clemson,Pittsburgh
930,38,108,3,2,0,2,0,0,,Iowa State,Virginia Tech
930,63,115,3,3,0,2,0,0,,NC State,Wyoming
1200,4,49,3,4,0,2,0,0,,Arizona,Miami
930,2,41,3,0,1,0,0,1,,Akron,Kent State
750,32,65,3,1,1,2,0,1,,Hawaii,UL Monroe
750,98,54,3,2,1,2,0,1,,UAB,Minnesota
750,91,7,3,3,1,2,0,1,,Tennessee,Arkansas State
750,29,1,3,4,1,2,0,1,,Fresno State,Air Force
750,18,68,3,5,1,2,0,1,,UCF,Notre Dame
750,5,27,3,6,1,2,0,1,,Arizona State,Florida
750,51,17,3,7,1,2,0,1,,Michigan,Cal
750,42,44,3,8,1,2,0,1,,Kentucky,Louisville
750,108,63,3,9,1,2,0,1,,Virginia Tech,NC State
750,78,93,3,10,1,2,0,1,,Purdue,Texas A&M
750,112,39,3,11,1,2,0,1,,West Virginia,Kansas
930,11,114,3,12,1,2,0,1,,Baylor,Wisconsin
930,71,53,3,13,1,2,0,1,,Oklahoma,Mid Tenn State
930,76,77,3,14,1,2,0,1,,Penn State,Pittsburgh
930,45,88,3,15,1,2,0,1,,LSU,Syracuse
930,50,80,3,16,1,2,0,1,,Miami University,Rutgers
930,64,26,3,17,1,2,0,1,,North Texas,Eastern Michigan
930,109,40,3,18,1,2,0,1,,Wake Forest,Kansas State
930,90,101,3,19,1,2,0,1,,Temple,UNLV
930,48,10,3,20,1,2,0,1,,Memphis,Ball State
930,46,87,3,21,1,2,0,1,,Marshall,Stanford
930,95,38,3,22,1,2,0,1,,Toledo,Iowa State
930,67,83,3,23,1,2,0,1,,Northwestern,SMU
930,16,52,3,24,1,2,0,1,,BYU,Michigan State
930,66,74,3,25,1,2,0,1,,Northern Illinois,Oregon
930,59,69,3,26,1,2,0,1,,Nevada,Ohio
930,37,4,3,27,1,2,0,1,,Iowa,Arizona
930,106,73,3,28,1,2,0,1,,Vanderbilt,Ole Miss
930,62,28,3,29,1,2,0,1,,North Carolina,Florida State
1080,105,57,3,30,1,2,0,1,,UTEP,Navy
1080,36,21,3,31,1,2,0,1,,Indiana,Clemson
1080,43,47,3,32,1,2,0,1,,Louisiana Tech,Maryland
1080,30,13,3,33,1,2,0,1,,Georgia,Boston College
1080,196,84,3,34,1,2,0,1,,Wofford,South Carolina
1080,19,100,3,35,1,2,0,1,,Central Michigan,Connecticut
1080,82,110,3,36,1,2,0,1,,San Jose State,Washington
1080,60,94,3,37,1,2,0,1,,New Mexico,Texas Tech
1080,107,24,3,38,1,2,0,1,,Virginia,Duke
1080,34,12,3,39,1,2,0,1,,Idaho,Boise State
1080,33,79,3,40,1,2,0,1,,Houston,Rice
1080,70,56,3,41,1,2,0,1,,Ohio State,Missouri
1080,143,115,3,42,1,2,0,1,,Troy,Wyoming
1080,58,72,3,43,1,2,0,1,,Nebraska,Oklahoma State
1080,9,144,3,44,1,2,0,1,,Auburn,USF
1080,85,75,3,45,1,2,0,1,,Southern Miss,Oregon State
1080,55,49,3,46,1,2,0,1,,Mississippi State,Miami
1200,113,35,3,47,1,2,0,1,,Western Michigan,Illinois
1200,103,104,3,48,1,2,0,1,,Utah,Utah State
1200,14,31,3,49,1,2,0,1,,Bowling Green,Georgia Tech
1200,3,81,3,50,1,2,0,1,,Alabama,San Diego State
1200,8,111,3,51,1,2,0,1,,Army,Washington State
1200,23,22,3,52,1,2,0,1,,Colorado State,Colorado
1200,61,6,3,53,1,2,0,1,,New Mexico State,Arkansas
1200,86,99,3,54,1,2,0,1,,UL Lafayette,UCLA
1200,92,97,3,55,1,2,0,1,,Texas,Tulsa
750,20,25,3,56,1,4,0,1,,Cincinnati,ECU
750,96,89,3,57,1,4,0,1,,Tulane,TCU
930,98,85,3,0,2,0,0,2,,UAB,Southern Miss
750,93,110,3,1,2,2,0,2,,Texas A&M,Washington
750,26,3,3,2,2,2,0,2,,Eastern Michigan,Alabama
750,92,50,3,3,2,2,0,2,,Texas,Miami University
750,65,45,3,4,2,2,0,2,,UL Monroe,LSU
750,106,29,3,5,2,2,0,2,,Vanderbilt,Fresno State
750,114,112,3,6,2,2,0,2,,Wisconsin,West Virginia
750,96,10,3,7,2,2,0,2,,Tulane,Ball State
750,59,71,3,8,2,2,0,2,,Nevada,Oklahoma
750,97,67,3,9,2,2,0,2,,Tulsa,Northwestern
750,86,43,3,10,2,2,0,2,,UL Lafayette,Louisiana Tech
750,35,16,3,11,2,2,0,2,,Illinois,BYU
750,115,22,3,12,2,2,0,2,,Wyoming,Colorado
750,46,56,3,13,2,2,0,2,,Marshall,Missouri
750,8,52,3,14,2,2,0,2,,Army,Michigan State
750,90,55,3,15,2,2,0,2,,Temple,Mississippi State
750,38,44,3,16,2,2,0,2,,Iowa State,Louisville
750,69,33,3,17,2,2,0,2,,Ohio,Houston
930,105,60,3,18,2,2,0,2,,UTEP,New Mexico
930,144,18,3,19,2,2,0,2,,USF,UCF
930,99,53,3,20,2,2,0,2,,UCLA,Mid Tenn State
930,89,49,3,21,2,2,0,2,,TCU,Miami
930,17,27,3,22,2,2,0,2,,Cal,Florida
930,30,80,3,23,2,2,0,2,,Georgia,Rutgers
930,23,83,3,24,2,2,0,2,,Colorado State,SMU
930,28,47,3,25,2,2,0,2,,Florida State,Maryland
930,20,79,3,26,2,2,0,2,,Cincinnati,Rice
930,75,2,3,27,2,2,0,2,,Oregon State,Akron
930,73,103,3,28,2,2,0,2,,Ole Miss,Utah
930,41,143,3,29,2,2,0,2,,Kent State,Troy
930,39,4,3,30,2,2,0,2,,Kansas,Arizona
1080,13,72,3,31,2,2,0,2,,Boston College,Oklahoma State
1080,51,31,3,32,2,2,0,2,,Michigan,Georgia Tech
1080,6,58,3,33,2,2,0,2,,Arkansas,Nebraska
1080,9,113,3,34,2,2,0,2,,Auburn,Western Michigan
1080,48,24,3,35,2,2,0,2,,Memphis,Duke
1080,19,5,3,36,2,2,0,2,,Central Michigan,Arizona State
1080,62,81,3,37,2,2,0,2,,North Carolina,San Diego State
1080,100,76,3,38,2,2,0,2,,Connecticut,Penn State
1080,107,101,3,39,2,2,0,2,,Virginia,UNLV
1080,37,82,3,40,2,2,0,2,,Iowa,San Jose State
1080,14,87,3,41,2,2,0,2,,Bowling Green,Stanford
1080,36,42,3,42,2,2,0,2,,Indiana,Kentucky
1080,64,40,3,43,2,2,0,2,,North Texas,Kansas State
1080,11,84,3,44,2,2,0,2,,Baylor,South Carolina
1080,74,21,3,45,2,2,0,2,,Oregon,Clemson
1080,109,63,3,46,2,2,0,2,,Wake Forest,NC State
1200,108,104,3,47,2,2,0,2,,Virginia Tech,Utah State
1200,102,7,3,48,2,2,0,2,,USC,Arkansas State
1200,61,15,3,49,2,2,0,2,,New Mexico State,Buffalo
1200,54,94,3,50,2,2,0,2,,Minnesota,Texas Tech
1200,111,34,3,51,2,2,0,2,,Washington State,Idaho
1200,78,68,3,52,2,2,0,2,,Purdue,Notre Dame
1200,77,91,3,53,2,2,0,2,,Pittsburgh,Tennessee
